CALL_TIME,lang,mainOption,subOption,IVRPosition,existingFault,suspendedAsset,dataLimitExceed,extraGBAdded,validAccount,outstanding,selectedQueue,enteredQueue,isAnswered,queue_time,talk_time,total_time
5/13/2026 23:01,S,,,S,,,,,FALSE,,,,,0,0,78
5/13/2026 23:01,S,,,S,,,,,FALSE,,,,,0,0,29
5/13/2026 23:01,E,2,peotv,MOBITEL_E21,,,,,TRUE,6264.9,E2,YES,YES,661,96,820
5/13/2026 23:01,S,3,,S3,,,,,TRUE,-251.27,S3,YES,,0,0,300
5/13/2026 23:01,E,1,,MOBITEL_ELty1,,,,,FALSE,,E1,YES,,0,0,454
5/13/2026 23:00,S,2,voice,S23,,,,,TRUE,8616.15,S2,,,0,0,140
5/13/2026 23:00,S,2,peotv,S21,,YES,,,TRUE,-15.62,S2,YES,,0,0,291
5/13/2026 23:00,T,2,peotv,T211,,YES,,,TRUE,4833.71,T2,YES,YES,640,87,853
5/13/2026 23:00,T,,,T,,,,,FALSE,,,,,0,0,30
5/13/2026 23:00,S,4,extragb,S4111,,,,YES,TRUE,-40.73,S41,,,0,0,64
5/13/2026 23:00,S,2,peotv,S21,,YES,,,TRUE,3225.04,S2,,,0,0,52
5/13/2026 23:00,S,2,peotv,S211,,YES,,,TRUE,2371.98,S2,YES,,0,0,526
5/13/2026 23:00,S,2,peotv,S21,YES,,,,TRUE,6445.48,S2,YES,YES,669,82,882
5/13/2026 23:00,S,,,MOBITEL_S,,,,,FALSE,,,,,0,0,11
5/13/2026 23:00,T,2,voice,T23,,,,,TRUE,0,T2,YES,,0,0,199
5/13/2026 23:00,S,3,,S3,,,,,TRUE,6001.53,S3,,,0,0,77
5/13/2026 23:00,S,1,,SLty1,,,,,FALSE,,S1,YES,YES,747,157,966
5/13/2026 23:00,S,14,,S7,,,,,TRUE,-46.1,S7,YES,,0,0,510
5/13/2026 23:00,S,3,,S3,,,,,TRUE,5352,S3,YES,YES,754,114,920
5/13/2026 23:00,S,2,peotv,S21,,YES,,,TRUE,0,S2,YES,,0,0,486
5/13/2026 23:00,S,2,peotv,S21,,YES,,,TRUE,-357.48,S2,YES,,0,0,439
5/13/2026 23:00,S,2,peotv,S21,,,,,TRUE,5410.82,S2,YES,,0,0,516
5/13/2026 23:00,,,,,,,,,FALSE,,,,,0,0,12
5/13/2026 23:00,S,2,peotv,S211,,YES,,,TRUE,2886.31,S2,YES,,0,0,459
5/13/2026 23:00,S,2,peotv,S21,,,,,TRUE,-179.73,S2,YES,,0,0,519
5/13/2026 23:00,S,4,extragb,S4111,,,,YES,TRUE,19577.56,S41,,,0,0,98
5/13/2026 22:59,S,2,peotv,S21,,,,,TRUE,-10.63,S2,YES,,0,0,379
5/13/2026 22:59,S,14,,S7,,,,,TRUE,0,S7,YES,,0,0,154
5/13/2026 22:59,S,1,,MOBITEL_SLty1,,,,,FALSE,,S1,YES,,0,0,74
5/13/2026 22:59,S,2,peotv,S21,,YES,,,TRUE,-5.33,S2,YES,,0,0,380
5/13/2026 22:59,S,4,extragb,S4111,,,,YES,TRUE,2747.43,S41,,,0,0,46
5/13/2026 22:59,S,4,addon,S412,,,,,TRUE,7368.76,S41,YES,,0,0,261
5/13/2026 22:59,S,2,peotv,S21,,,,,TRUE,-11.19,S2,YES,,0,0,366
5/13/2026 22:59,,,,,,,,,FALSE,,,,,0,0,13
5/13/2026 22:59,,,,,,,,,FALSE,,,,,0,0,6
5/13/2026 22:59,S,3,,S3,,,,,TRUE,8956.02,S3,YES,,0,0,529
5/13/2026 22:59,S,2,peotv,S21,,,,,TRUE,-124.14,S2,YES,,0,0,239
5/13/2026 22:59,S,4,extragb,S4111,,,,YES,TRUE,8848.8,S41,,,0,0,48
5/13/2026 22:59,S,4,extragb,S41121,,,,YES,TRUE,23654.12,S41,,,0,0,55
5/13/2026 22:59,T,,,T,,,,,FALSE,,,,,0,0,11
5/13/2026 22:59,S,2,peotv,S21,,,,,TRUE,4207.64,S2,YES,YES,731,31,826
5/13/2026 22:59,S,2,peotv,S21,,,,,TRUE,4793.5,S2,YES,,0,0,596
5/13/2026 22:59,S,2,peotv,S211,,YES,,,TRUE,7248.58,S2,YES,,0,0,194
5/13/2026 22:59,S,2,peotv,S21,,,,,TRUE,4485.15,S2,YES,,0,0,235
5/13/2026 22:59,S,3,,S3,,,,,TRUE,21825.85,S3,YES,YES,742,32,855
5/13/2026 22:59,T,2,voice,T231,,YES,,,TRUE,14536.46,T2,YES,YES,525,123,793
5/13/2026 22:59,S,,,S,,,,,FALSE,,,,,0,0,69
5/13/2026 22:59,S,2,peotv,S21,,YES,,,TRUE,947.62,S2,YES,YES,719,149,952
5/13/2026 22:59,S,4,extragb,S4111,,,,,TRUE,-3787.11,S41,,,0,0,142
5/13/2026 22:59,S,3,,S3,,,,,TRUE,14060.85,S3,YES,,0,0,149
5/13/2026 22:58,S,2,peotv,S21,,,,,TRUE,0,S2,YES,YES,767,35,882
5/13/2026 22:58,S,2,peotv,S21,,YES,,,TRUE,-232.74,S2,YES,,0,0,606
5/13/2026 22:58,S,2,peotv,S21,YES,,,,TRUE,1997.92,S2,YES,,0,0,308
5/13/2026 22:58,S,2,peotv,S21,,,,,TRUE,5943.7,S2,YES,,0,0,570
5/13/2026 22:58,S,2,broadband,S222,,,YES,,TRUE,6044.27,S2,YES,YES,680,169,951
5/13/2026 22:58,S,4,extragb,S4111,,,,YES,TRUE,6980.8,S41,,,0,0,47
5/13/2026 22:58,S,,,S,,,,,FALSE,,,,,0,0,31
5/13/2026 22:58,T,4,extragb,T4111,,,,YES,TRUE,3282.67,T41,,,0,0,28
5/13/2026 22:58,S,3,,S3,,,,,TRUE,8848.8,S3,,,0,0,24
5/13/2026 22:58,,,,,,,,,FALSE,,,,,0,0,3
5/13/2026 22:58,S,3,,S3,,,,,TRUE,4979.27,S3,YES,YES,708,108,919
5/13/2026 22:58,S,2,broadband,S22,,,,,TRUE,3000,S2,YES,YES,816,416,1302
5/13/2026 22:58,S,1,,SLty1,,,,,FALSE,,S1,YES,YES,711,155,908
5/13/2026 22:58,S,,,S,,,,,FALSE,,,,,0,0,24
5/13/2026 22:58,,,,,,,,,FALSE,,,,,0,0,9
5/13/2026 22:58,S,2,voice,S23,,,,,TRUE,4317.61,S2,YES,YES,712,87,900
5/13/2026 22:58,S,4,extragb,S4112,,,,,TRUE,-4.14,S41,,,0,0,51
5/13/2026 22:58,S,4,extragb,S4111,,,,YES,TRUE,6974.58,S41,,,0,0,58
5/13/2026 22:58,,,,,,,,,FALSE,,,,,0,0,4
5/13/2026 22:57,S,2,peotv,S21,,,,,TRUE,-749.4,S2,YES,,0,0,730
5/13/2026 22:57,S,3,,S3,,,,,TRUE,-84.33,S3,,,0,0,76
5/13/2026 22:57,S,2,peotv,S21,YES,,,,TRUE,2692.52,S2,YES,,0,0,162
5/13/2026 22:57,S,2,peotv,S21,,,,,TRUE,10275.58,S2,YES,,0,0,452
5/13/2026 22:57,S,14,,S7,,,,,FALSE,,S7,YES,,0,0,287
5/13/2026 22:57,S,2,peotv,S21,,YES,,,TRUE,-234.03,S2,YES,,0,0,615
5/13/2026 22:57,S,2,peotv,S21,,,,,TRUE,11490.08,S2,YES,YES,699,108,850
5/13/2026 22:57,S,,,S,,,,,FALSE,,,,,0,0,75
5/13/2026 22:57,S,,,S,,,,,FALSE,,,,,0,0,400
5/13/2026 22:57,S,2,peotv,S21,,,,,TRUE,5885.42,S2,YES,,0,0,620
5/13/2026 22:57,S,4,addon,S4122,,,,,TRUE,2763.1,S41,,,0,0,62
5/13/2026 22:57,S,2,other,S24,,,,,TRUE,15.81,S2,YES,,0,0,302
5/13/2026 22:57,S,14,,S7,,,,,TRUE,0,S7,YES,,0,0,131
5/13/2026 22:57,,,,,,,,,FALSE,,,,,0,0,5
5/13/2026 22:57,S,14,,S7,,,,,TRUE,4935.62,S7,YES,,0,0,208
5/13/2026 22:57,S,1,,S1,,,,,TRUE,-313.11,S1,YES,,0,0,241
5/13/2026 22:57,,,,,,,,,FALSE,,,,,0,0,5
5/13/2026 22:57,S,4,extragb,S41121,,,,YES,TRUE,-865.89,S41,,,0,0,54
5/13/2026 22:57,S,2,peotv,MOBITEL_S211,,YES,,,TRUE,5055.42,S2,YES,,0,0,178
5/13/2026 22:57,S,2,broadband,S22,,,,,TRUE,206.24,S2,YES,YES,731,109,931
5/13/2026 22:57,S,3,,S3,,,,,TRUE,4316.25,S3,YES,,0,0,465
5/13/2026 22:57,,,,,,,,,FALSE,,,,,0,0,8
5/13/2026 22:57,,,,,,,,,FALSE,,,,,0,0,4
5/13/2026 22:57,S,5,,S5,,,,,TRUE,11079.81,S5,,,0,0,64
5/13/2026 22:57,S,2,broadband,S22,,,,,TRUE,4449.64,S2,YES,,0,0,315
5/13/2026 22:56,E,2,other,E24,,,,,FALSE,,E2,YES,YES,363,157,604
5/13/2026 22:56,S,4,addon,S412,,,YES,,TRUE,6974.58,S41,,,0,0,53
5/13/2026 22:56,S,2,peotv,S21,,,,,TRUE,2616.98,S2,YES,,0,0,149
5/13/2026 22:56,,,,,,,,,FALSE,,,,,0,0,4
5/13/2026 22:56,S,4,extragb,S4111,,,,YES,TRUE,1859.9,S41,,,0,0,36
5/13/2026 22:56,S,2,peotv,S21,,YES,,,TRUE,2641.34,S2,,,0,0,113
5/13/2026 22:56,S,2,peotv,S21,,,,,TRUE,-90.82,S2,YES,,0,0,276
5/13/2026 22:56,S,4,extragb,S4111,,,,YES,TRUE,-43.3,S41,,,0,0,36
5/13/2026 22:56,S,2,peotv,S21,,YES,,,TRUE,796.07,S2,YES,YES,703,66,822
5/13/2026 22:56,S,2,peotv,S211,,YES,,,TRUE,5974.47,S2,YES,YES,743,86,926
5/13/2026 22:56,,,,,,,,,FALSE,,,,,0,0,4
5/13/2026 22:56,S,14,,S7,,,,,TRUE,-313.01,S7,YES,YES,695,72,831
5/13/2026 22:56,S,2,other,S2t,,,,,TRUE,1756.62,S2,YES,,0,0,716
5/13/2026 22:56,S,2,other,S24,,,,,TRUE,6211.73,S2,YES,YES,734,142,991
5/13/2026 22:56,S,14,,S7,,,,,TRUE,-84.33,S7,YES,,0,0,590
5/13/2026 22:56,S,,,S,,,,,FALSE,,,,,0,0,44
5/13/2026 22:56,S,4,extragb,S4111,,,,YES,TRUE,2763.1,S41,,,0,0,59
5/13/2026 22:56,S,,,S,,,,,FALSE,,,,,0,0,31
5/13/2026 22:56,S,4,extragb,S4111,,,,YES,TRUE,62.35,S41,,,0,0,60
5/13/2026 22:56,S,,,S,,,,,TRUE,13162.13,,,,0,0,33
5/13/2026 22:56,S,4,extragb,S4111,,,,YES,TRUE,-1.61,S41,,,0,0,63
5/13/2026 22:56,S,4,,S41,,,,,TRUE,-76.4,S41,,,0,0,29
5/13/2026 22:56,S,2,peotv,S21,,,,,TRUE,5865.06,S2,YES,,0,0,73
5/13/2026 22:56,S,4,extragb,S4111,,,,YES,TRUE,11445.05,S41,,,0,0,147
5/13/2026 22:56,S,2,peotv,S21,,YES,,,TRUE,304.71,S2,YES,,0,0,558
5/13/2026 22:56,S,2,peotv,S21,,,,,TRUE,4120.63,S2,YES,,0,0,122
5/13/2026 22:56,S,2,peotv,S21,,,,,TRUE,6875.06,S2,YES,,0,0,447
5/13/2026 22:55,S,3,,S3,,,,,TRUE,6263.91,S3,YES,,0,0,428
5/13/2026 22:55,S,3,,S3,,,,,TRUE,-12.63,S3,,,0,0,123
5/13/2026 22:55,S,3,,S3,,,,,TRUE,4202.78,S3,YES,YES,742,141,972
5/13/2026 22:55,S,4,extragb,S4112,,,,,TRUE,4957.01,S41,,,0,0,74
5/13/2026 22:55,S,2,peotv,S21,,YES,,,TRUE,458.94,S2,YES,,0,0,463
5/13/2026 22:55,S,,,S,,,,,FALSE,,,,,0,0,33
5/13/2026 22:55,S,2,peotv,S21,,YES,,,TRUE,-0.99,S2,YES,,0,0,310
5/13/2026 22:55,S,2,peotv,S21,,,,,TRUE,-38.47,S2,YES,YES,803,207,1071
5/13/2026 22:55,S,2,peotv,S21,,,,,TRUE,3642.31,S2,YES,,0,0,235
5/13/2026 22:55,S,4,extragb,S41122,,,,,TRUE,5497.97,S41,,,0,0,55
5/13/2026 22:55,S,2,peotv,S21,YES,,,,TRUE,13162.13,S2,,,0,0,65
5/13/2026 22:55,S,2,peotv,S211,,YES,,,TRUE,6168.62,S2,YES,YES,742,30,1769
5/13/2026 22:55,S,2,peotv,S21,,,,,TRUE,10764.37,S2,YES,YES,740,92,915
5/13/2026 22:55,S,14,,S7,,,,,TRUE,11079.81,S7,YES,YES,753,170,990
5/13/2026 22:55,S,2,voice,S23,,,,,TRUE,11731.15,S2,,,0,0,94
5/13/2026 22:55,S,2,broadband,S22,,,,,TRUE,7610.2,S2,YES,YES,743,100,915
5/13/2026 22:55,S,4,extragb,S4111,,,,,TRUE,5045.34,S41,,,0,0,39
5/13/2026 22:55,S,3,,S3,,,,,TRUE,1990.54,S3,YES,,0,0,491
5/13/2026 22:55,S,4,extragb,S411,,,,,TRUE,12771.02,S41,YES,YES,735,82,879
5/13/2026 22:55,S,2,peotv,S21,,,,,TRUE,2912.69,S2,YES,YES,748,43,846
5/13/2026 22:55,S,4,extragb,S4112,,,,,TRUE,-10.43,S41,,,0,0,30
5/13/2026 22:55,S,,,S,,,,,FALSE,,,,,0,0,16
5/13/2026 22:55,S,,,S,,,,,FALSE,,,,,0,0,21
5/13/2026 22:55,S,4,extragb,S4111,,,,YES,TRUE,3152.42,S41,,,0,0,92
5/13/2026 22:55,S,2,peotv,S211,,YES,,,TRUE,2952.18,S2,YES,,0,0,219
5/13/2026 22:55,S,4,extragb,S4111,,,,YES,TRUE,7395.62,S41,,,0,0,33
5/13/2026 22:55,S,14,,MOBITEL_S7,,,,,TRUE,2912.54,S7,YES,,0,0,147
5/13/2026 22:55,S,,,S,,,,,FALSE,,,,,0,0,364
5/13/2026 22:55,S,2,peotv,S21,,YES,,,TRUE,-820.59,S2,YES,,0,0,500
5/13/2026 22:55,S,2,peotv,S21,YES,,,,TRUE,2692.52,S2,,,0,0,65
5/13/2026 22:55,S,2,peotv,S21,,,,,TRUE,3504.58,S2,YES,,0,0,293
5/13/2026 22:54,S,1,,SLty1,,,,,FALSE,,S1,YES,YES,778,154,987
5/13/2026 22:54,E,2,peotv,E21,,,,,TRUE,6209.57,E2,YES,,0,0,238
5/13/2026 22:54,S,2,peotv,S21,,,,,TRUE,5.61,S2,YES,YES,746,148,983
5/13/2026 22:54,,,,,,,,,FALSE,,,,,0,0,8
5/13/2026 22:54,S,1,,S1,,,,,TRUE,7257.12,S1,YES,,0,0,329
5/13/2026 22:54,S,2,peotv,S21,,,,,TRUE,6921.88,S2,YES,,0,0,508
5/13/2026 22:54,S,,,S,,,,,FALSE,,,,,0,0,27
5/13/2026 22:54,S,,,S,,,,,FALSE,,,,,0,0,24
5/13/2026 22:54,,,,,,,,,FALSE,,,,,0,0,9
5/13/2026 22:54,S,,,MOBITEL_S,,,,,FALSE,,,,,0,0,23
5/13/2026 22:54,S,,,S,,,,,FALSE,,,,,0,0,28
5/13/2026 22:54,S,2,peotv,S21,,YES,,,TRUE,502.87,S2,YES,,0,0,606
5/13/2026 22:54,S,1,,SLty1,,,,,FALSE,,S1,YES,YES,823,273,1145
5/13/2026 22:54,S,2,peotv,S21,,,,,TRUE,3442.41,S2,YES,,0,0,529
5/13/2026 22:54,S,4,extragb,S4112,,,,,TRUE,-10.43,S41,,,0,0,30
5/13/2026 22:54,S,2,peotv,S211,,YES,,,TRUE,6091.07,S2,YES,,0,0,509
5/13/2026 22:54,S,3,,S3,,,,,TRUE,4684.11,S3,,,0,0,66
5/13/2026 22:54,S,1,,S1,,,,,TRUE,5045.34,S1,YES,,0,0,546
5/13/2026 22:54,S,,,S,,,,,FALSE,,,,,0,0,681
5/13/2026 22:54,S,3,,S3,,,,,TRUE,13249.74,S3,YES,YES,804,136,1036
5/13/2026 22:54,S,4,extragb,S4111,,,,YES,TRUE,0.7,S41,,,0,0,39
5/13/2026 22:54,S,,,S,,,,,FALSE,,,,,0,0,33
5/13/2026 22:54,S,2,broadband,S22,,YES,,,TRUE,4937.42,S2,,,0,0,75
5/13/2026 22:54,S,2,peotv,S21,,,,,TRUE,3520.65,S2,YES,,0,0,713
5/13/2026 22:54,S,2,peotv,S21,,,,,TRUE,5228.05,S2,YES,,0,0,221
5/13/2026 22:54,T,,,T,,,,,FALSE,,T6,,YES,76,369,477
5/13/2026 22:54,S,2,broadband,S22,,,,,TRUE,3242.59,S2,YES,,0,0,124
5/13/2026 22:54,S,14,,S7,,,,,TRUE,3898.71,S7,YES,,0,0,139
5/13/2026 22:54,,,,,,,,,FALSE,,,,,0,0,6
5/13/2026 22:53,,,,,,,,,FALSE,,,,,0,0,6
5/13/2026 22:53,S,2,peotv,S21,YES,,,,TRUE,8422.1,S2,YES,YES,762,58,932
5/13/2026 22:53,S,2,peotv,S211,,YES,,,TRUE,5003.08,S2,YES,,0,0,350
5/13/2026 22:53,S,2,peotv,S21,,,,,TRUE,2067.82,S2,YES,,0,0,159
5/13/2026 22:53,E,,,E,,,,,TRUE,9785.85,,,,0,0,112
5/13/2026 22:53,S,2,peotv,S21,,,,,TRUE,2801.34,S2,,,0,0,41
5/13/2026 22:53,S,4,extragb,S4111,,,,YES,TRUE,4229.2,S41,,,0,0,30
5/13/2026 22:53,S,2,peotv,S21,,,,,TRUE,3433.26,S2,YES,YES,836,225,1097
5/13/2026 22:53,S,3,,S3,,,,,TRUE,2402.31,S3,YES,YES,771,77,913
5/13/2026 22:53,S,4,extragb,S4111,,,,YES,TRUE,1.41,S41,,,0,0,106
5/13/2026 22:53,S,14,,S7,,,,,TRUE,3382.15,S7,YES,,0,0,629
5/13/2026 22:53,E,1,,ELty1,,,,,FALSE,,E1,YES,YES,151,190,383
5/13/2026 22:53,S,3,,S3,,,,,TRUE,7323.21,S3,YES,,0,0,377
5/13/2026 22:53,S,,,S,,,,,FALSE,,,,,0,0,30
5/13/2026 22:53,S,,,S,,,,,FALSE,,,,,0,0,34
5/13/2026 22:53,S,14,,S7,,,,,TRUE,9569,S7,YES,,0,0,398
5/13/2026 22:53,S,2,peotv,S211,,YES,,,TRUE,6018.68,S2,YES,YES,751,20,863
5/13/2026 22:53,S,,,S,,,,,FALSE,,,,,0,0,24
5/13/2026 22:53,S,2,broadband,S22,,,YES,,TRUE,0,S2,,,0,0,96
5/13/2026 22:53,S,2,peotv,S211,,YES,,,TRUE,17017.01,S2,YES,,0,0,822
5/13/2026 22:53,S,2,peotv,S21,YES,,,,TRUE,1997.92,S2,,,0,0,70
5/13/2026 22:53,S,3,,S3,,,,,TRUE,-452.24,S3,,,0,0,52
5/13/2026 22:53,S,4,extragb,S4112,,,,,TRUE,0,S41,,,0,0,27
5/13/2026 22:53,S,2,other,S2t,,,,,TRUE,11431.11,S2,YES,YES,847,59,1005
5/13/2026 22:53,S,2,peotv,S211,,YES,,,TRUE,6350.31,S2,YES,,0,0,552
5/13/2026 22:53,S,2,broadband,S22,,,YES,,TRUE,11731.15,S2,YES,,0,0,385
5/13/2026 22:53,S,2,peotv,S21,,,,,TRUE,1.29,S2,YES,,0,0,308
5/13/2026 22:52,S,4,extragb,S4111,,,,YES,TRUE,7388.41,S41,,,0,0,50
5/13/2026 22:52,S,,,S,,,,,FALSE,,,,,0,0,34
5/13/2026 22:52,S,1,,SLty1,,,,,FALSE,,S1,YES,,0,0,474
5/13/2026 22:52,S,2,voice,S23,YES,,,,TRUE,9036.15,S2,YES,YES,814,81,981
5/13/2026 22:52,S,3,,S3,,,,,TRUE,3974.35,S3,,,0,0,90
5/13/2026 22:52,S,14,,S7,,,,,TRUE,1140.44,S7,YES,,0,0,142
5/13/2026 22:52,S,2,peotv,S21,,,,,TRUE,1929.37,S2,YES,,0,0,300
5/13/2026 22:52,S,2,peotv,S21,,,,,TRUE,7.31,S2,YES,,0,0,190
5/13/2026 22:52,S,2,peotv,S21,,,,,TRUE,1714.68,S2,YES,,0,0,300
5/13/2026 22:52,S,2,broadband,S22,,,,,TRUE,4984.78,S2,YES,YES,814,97,978
5/13/2026 22:52,,,,,,,,,FALSE,,,,,0,0,4
5/13/2026 22:52,S,2,peotv,S211,,YES,,,TRUE,5914.94,S2,YES,,0,0,548
5/13/2026 22:52,S,3,,S3,,,,,TRUE,631.69,S3,YES,,0,0,97
5/13/2026 22:52,S,14,,MOBITEL_S7,,,,,TRUE,7055.63,S7,YES,,0,0,805
5/13/2026 22:52,S,14,,S7,,,,,TRUE,10156.93,S7,YES,YES,901,167,1162
5/13/2026 22:52,S,1,,SLty1,,,,,FALSE,,S1,YES,,0,0,107
5/13/2026 22:52,S,,,S,,,,,TRUE,9557.53,,,,0,0,40
5/13/2026 22:52,,,,,,,,,FALSE,,,,,0,0,8
5/13/2026 22:52,S,2,peotv,S21,,,,,TRUE,10689.76,S2,YES,,0,0,142
5/13/2026 22:52,S,1,,S1,,,,,TRUE,5050.53,S1,YES,,0,0,827
5/13/2026 22:52,S,1,,SLty1,,,,,FALSE,,S1,YES,YES,841,144,1041
5/13/2026 22:52,S,3,,S3,,,,,TRUE,8944.07,S3,YES,YES,812,45,937
5/13/2026 22:52,S,2,broadband,S22,,,,,TRUE,2161.41,S2,,,0,0,52
5/13/2026 22:52,S,3,,S3,,,,,TRUE,6638.07,S3,,,0,0,81
5/13/2026 22:52,S,2,peotv,S211,,YES,,,TRUE,3043.32,S2,YES,YES,838,73,982
5/13/2026 22:52,S,3,,S3,,,,,TRUE,-105.26,S3,,,0,0,74
5/13/2026 22:52,S,1,,SLty1,,,,,FALSE,,S1,YES,,0,0,469
5/13/2026 22:52,S,,,S,,,,,FALSE,,,,,0,0,50
5/13/2026 22:52,S,2,peotv,S21,,,,,TRUE,3960.54,S2,YES,YES,814,50,954
5/13/2026 22:52,S,2,peotv,S21,,YES,,,TRUE,87.53,S2,YES,YES,813,67,967
5/13/2026 22:52,S,2,broadband,S22,,,,,TRUE,3242.59,S2,YES,,0,0,289
5/13/2026 22:51,S,2,peotv,S21,,,,,TRUE,5825.92,S2,YES,,0,0,528
5/13/2026 22:51,S,4,extragb,S4111,,,,YES,TRUE,12813.89,S41,,,0,0,58
5/13/2026 22:51,S,4,extragb,S4112,,,,,TRUE,-452.24,S41,,,0,0,40
5/13/2026 22:51,S,,,S,,,,,FALSE,,,,,0,0,36
5/13/2026 22:51,S,,,S,,,,,TRUE,5034.59,,,,0,0,58
5/13/2026 22:51,S,2,peotv,S21,,,,,TRUE,6148.69,S2,YES,,0,0,91
5/13/2026 22:51,S,2,peotv,S21,YES,,,,TRUE,6543.57,S2,YES,,0,0,361
5/13/2026 22:51,S,2,peotv,S21,,,,,TRUE,12095.02,S2,YES,,0,0,270
5/13/2026 22:51,S,3,,S3,,,,,TRUE,2998.49,S3,YES,,0,0,178
5/13/2026 22:51,,,,,,,,,FALSE,,,,,0,0,4
5/13/2026 22:51,,,,,,,,,FALSE,,,,,0,0,5
5/13/2026 22:51,S,,,S,,,,,FALSE,,,,,0,0,81
5/13/2026 22:51,S,14,,S7,,,,,TRUE,5825.92,S7,YES,,0,0,108
5/13/2026 22:51,S,14,,S7,,,,,TRUE,-466.57,S7,YES,,0,0,671
5/13/2026 22:51,S,2,peotv,S21,,,,,TRUE,4362.98,S2,YES,YES,839,63,1002
5/13/2026 22:51,S,4,extragb,S4112,,,,,TRUE,4276.62,S41,,,0,0,63
5/13/2026 22:51,S,2,other,S2t,,,,,TRUE,3256.99,S2,YES,,0,0,319
5/13/2026 22:51,S,2,other,S24,,,,,FALSE,,S2,YES,,0,0,618
5/13/2026 22:51,S,1,,SLty1,,,,,FALSE,,S1,YES,,0,0,324
5/13/2026 22:51,S,2,peotv,S21,,,,,TRUE,4412.23,S2,YES,YES,839,43,939
5/13/2026 22:51,T,14,,T7,,,,,TRUE,21.59,T7,YES,,0,0,193
5/13/2026 22:51,S,2,peotv,S21,,,,,TRUE,6204.54,S2,YES,,0,0,179
5/13/2026 22:51,S,4,extragb,S411,,,,,TRUE,38280.25,S41,,,0,0,54
5/13/2026 22:51,S,2,peotv,S211,,YES,,,TRUE,4833.71,S2,YES,,0,0,669
5/13/2026 22:51,S,,,S,,,,,FALSE,,,,,0,0,44
5/13/2026 22:51,S,2,peotv,S21,,,,,TRUE,14517.54,S2,YES,YES,838,63,951
5/13/2026 22:51,E,,,MOBITEL_E,,,,,FALSE,,,,,0,0,91
5/13/2026 22:51,S,,,S,,,,,FALSE,,,,,0,0,34
5/13/2026 22:51,S,1,,SLty1,,,,,FALSE,,S1,YES,YES,946,243,1254
5/13/2026 22:51,S,2,peotv,S21,,,,,TRUE,3025.69,S2,,,0,0,60
5/13/2026 22:51,S,3,,S3,,,,,TRUE,2952.18,S3,YES,,0,0,299
5/13/2026 22:50,S,,,S,,,,,FALSE,,,,,0,0,56
5/13/2026 22:50,S,2,peotv,S21,,YES,,,TRUE,-285.26,S2,YES,,0,0,282
5/13/2026 22:50,S,2,peotv,S211,,YES,,,TRUE,12931.39,S2,YES,YES,898,169,1177
5/13/2026 22:50,S,,,MOBITEL_S,,,,,FALSE,,,,,0,0,16
5/13/2026 22:50,S,,,S,,,,,FALSE,,,,,0,0,24
5/13/2026 22:50,S,2,other,S24,,,,,FALSE,,S2,YES,YES,873,160,1155
5/13/2026 22:50,S,2,broadband,S22,,YES,,,TRUE,123.85,S2,YES,YES,941,223,1294
5/13/2026 22:50,S,3,,S3,,,,,TRUE,631.69,S3,YES,,0,0,315
5/13/2026 22:50,S,3,,S3,,,,,TRUE,5034.59,S3,YES,,0,0,696
5/13/2026 22:50,S,,,S,,,,,TRUE,9545.67,,,,0,0,157
5/13/2026 22:50,S,,,S,,,,,FALSE,,,,,0,0,20
5/13/2026 22:50,S,14,,S7,,,,,TRUE,-372.85,S7,YES,,0,0,150
5/13/2026 22:50,S,4,extragb,S41t,,,,,TRUE,5617.27,S41,YES,YES,842,42,986
5/13/2026 22:50,S,4,extragb,S4111,,,,YES,TRUE,2936.28,S41,,,0,0,90
5/13/2026 22:50,S,,,S,,,,,FALSE,,,,,0,0,25
5/13/2026 22:50,S,2,peotv,S21,,,,,TRUE,-30.89,S2,YES,,0,0,777
5/13/2026 22:50,S,,,S,,,,,FALSE,,,,,0,0,21
5/13/2026 22:50,S,,,S,,,,,FALSE,,,,,0,0,5
5/13/2026 22:50,S,3,,S3,,,,,TRUE,4276.62,S3,,,0,0,59
5/13/2026 22:50,T,2,broadband,T22,YES,,,,TRUE,0,T2,YES,YES,19,128,276
5/13/2026 22:50,S,,,S,,,,,FALSE,,,,,0,0,33
5/13/2026 22:50,S,2,peotv,S21,YES,,,,TRUE,-498.64,S2,YES,YES,897,40,1073
5/13/2026 22:50,S,4,extragb,S4111,,,,YES,TRUE,38280.25,S41,,,0,0,84
5/13/2026 22:50,S,,,S,,,,,TRUE,2147.29,,,,0,0,42
5/13/2026 22:50,S,4,extragb,S4112,,,,,TRUE,11992.77,S41,,,0,0,33
5/13/2026 22:50,S,,,S,,,,,FALSE,,,,,0,0,20
5/13/2026 22:50,S,2,peotv,S21,,,,,TRUE,6209.57,S2,YES,,0,0,516
5/13/2026 22:50,S,1,,S1,,,,,TRUE,5624.51,S1,YES,,0,0,172
5/13/2026 22:50,S,4,extragb,S41121,,,,,TRUE,8177.24,S41,,,0,0,99
5/13/2026 22:49,S,1,,S1,,,,,TRUE,1610.67,S1,YES,,0,0,230
5/13/2026 22:49,S,3,,S3,,,,,TRUE,-34.72,S3,,,0,0,51
5/13/2026 22:49,S,3,,S3,,,,,TRUE,8219.15,S3,YES,YES,868,81,1061
5/13/2026 22:49,S,1,,S1,,,,,TRUE,5055.42,S1,YES,,0,0,456
